,identifier,species_id,sprite_location,height,weight,base_experience,order,is_default,identifier_species,generation_id,evolves_from_species_id,evolution_chain_id,color_id,shape_id,habitat_id,gender_rate,capture_rate,base_happiness,is_baby,hatch_counter,has_gender_differences,growth_rate_id,forms_switchable,order_species,base_hp,base_attack,base_defense,base_special_attack,base_special_defense,base_speed,effort_hp,effort_attack,effort_defense,effort_special_attack,effort_special_defense,effort_speed
744,rockruff,744,,5,92,56,866,1,rockruff,7,,383,3,8,,4,190,70,0,15,0,2,0,744,45,65,40,30,40,60,0,1,0,0,0,0
10151,rockruff-own-tempo,744,,5,92,56,867,0,rockruff,7,,383,3,8,,4,190,70,0,15,0,2,0,744,45,65,40,30,40,60,0,1,0,0,0,0
745,lycanroc-midday,745,,8,250,170,868,1,lycanroc,7,744,383,3,8,,4,90,70,0,15,0,2,0,745,75,115,65,55,65,112,0,2,0,0,0,0
10126,lycanroc-midnight,745,,11,250,170,869,0,lycanroc,7,744,383,3,8,,4,90,70,0,15,0,2,0,745,85,115,75,55,75,82,0,2,0,0,0,0
10152,lycanroc-dusk,745,,8,250,170,870,0,lycanroc,7,744,383,3,8,,4,90,70,0,15,0,2,0,745,75,117,65,55,65,110,0,2,0,0,0,0
746,wishiwashi-solo,746,,2,3,61,871,1,wishiwashi,7,,384,2,3,,4,60,70,0,15,0,3,0,746,45,20,20,25,25,40,1,0,0,0,0,0
10127,wishiwashi-school,746,,82,786,217,872,0,wishiwashi,7,,384,2,3,,4,60,70,0,15,0,3,0,746,45,140,130,140,135,30,1,0,0,0,0,0
747,mareanie,747,,4,80,61,873,1,mareanie,7,,385,2,5,,4,190,70,0,20,0,2,0,747,50,53,62,43,52,45,0,0,1,0,0,0
748,toxapex,748,,7,145,173,874,1,toxapex,7,747,385,2,10,,4,75,70,0,20,0,2,0,748,50,63,152,53,142,35,0,0,2,0,0,0
749,mudbray,749,,10,1100,77,875,1,mudbray,7,,386,3,8,,4,190,70,0,20,0,2,0,749,70,100,70,45,55,45,0,1,0,0,0,0
750,mudsdale,750,,25,9200,175,876,1,mudsdale,7,749,386,3,8,,4,60,70,0,20,0,2,0,750,100,125,100,55,85,35,0,2,0,0,0,0
751,dewpider,751,,3,40,54,877,1,dewpider,7,,387,5,7,,4,200,70,0,15,0,2,0,751,38,40,52,40,72,27,0,0,0,0,1,0
752,araquanid,752,,18,820,159,878,1,araquanid,7,751,387,5,14,,4,100,70,0,15,0,2,0,752,68,70,92,50,132,42,0,0,0,0,2,0
10153,araquanid-totem,752,,31,2175,159,879,0,araquanid,7,751,387,5,14,,4,100,70,0,15,0,2,0,752,68,70,92,50,132,42,0,0,0,0,2,0
753,fomantis,753,,3,15,50,880,1,fomantis,7,,388,6,6,,4,190,70,0,20,0,2,0,753,40,55,35,50,35,35,0,1,0,0,0,0
754,lurantis,754,,9,185,168,881,1,lurantis,7,753,388,6,12,,4,75,70,0,20,0,2,0,754,70,105,90,80,90,45,0,2,0,0,0,0
10128,lurantis-totem,754,,15,580,168,882,0,lurantis,7,753,388,6,12,,4,75,70,0,20,0,2,0,754,70,105,90,80,90,45,0,2,0,0,0,0
755,morelull,755,,2,15,57,883,1,morelull,7,,389,7,5,,4,190,70,0,20,0,2,0,755,40,35,55,65,75,15,0,0,0,0,1,0
756,shiinotic,756,,10,115,142,884,1,shiinotic,7,755,389,7,12,,4,75,70,0,20,0,2,0,756,60,45,80,90,100,30,0,0,0,0,2,0
757,salandit,757,,6,48,64,885,1,salandit,7,,390,1,8,,1,120,70,0,20,0,2,0,757,48,44,40,71,40,77,0,0,0,0,0,1
758,salazzle,758,,12,222,168,886,1,salazzle,7,757,390,1,8,,8,45,70,0,20,0,2,0,758,68,64,60,111,60,117,0,0,0,0,0,2
10129,salazzle-totem,758,,21,810,168,887,0,salazzle,7,757,390,1,8,,8,45,70,0,20,0,2,0,758,68,64,60,111,60,117,0,0,0,0,0,2
759,stufful,759,,5,68,68,888,1,stufful,7,,391,6,8,,4,140,70,0,15,0,2,0,759,70,75,50,45,50,50,0,1,0,0,0,0
760,bewear,760,,21,1350,175,889,1,bewear,7,759,391,6,6,,4,70,70,0,15,0,2,0,760,120,125,80,55,60,60,0,2,0,0,0,0
761,bounsweet,761,,3,32,42,890,1,bounsweet,7,,392,7,7,,8,235,70,0,20,0,4,0,761,42,30,38,30,38,32,1,0,0,0,0,0
762,steenee,762,,7,82,102,891,1,steenee,7,761,392,7,12,,8,120,70,0,20,0,4,0,762,52,40,48,40,48,62,0,0,0,0,0,2
763,tsareena,763,,12,214,230,892,1,tsareena,7,762,392,7,12,,8,45,70,0,20,0,4,0,763,72,120,98,50,98,72,0,3,0,0,0,0
764,comfey,764,,1,3,170,893,1,comfey,7,,393,5,1,,6,60,70,0,20,0,3,0,764,51,52,90,82,110,100,0,0,0,0,2,0
765,oranguru,765,,15,760,172,894,1,oranguru,7,,394,9,12,,4,45,70,0,20,0,1,0,765,90,60,80,90,110,60,0,0,0,0,2,0
766,passimian,766,,20,828,172,895,1,passimian,7,,395,9,6,,4,45,70,0,20,0,1,0,766,100,120,90,40,60,80,0,2,0,0,0,0
767,wimpod,767,,5,120,46,896,1,wimpod,7,,396,4,10,,4,90,70,0,20,0,2,0,767,25,35,40,20,30,80,0,0,0,0,0,1
768,golisopod,768,,20,1080,186,897,1,golisopod,7,767,396,4,12,,4,45,70,0,20,0,2,0,768,75,125,140,60,90,40,0,0,2,0,0,0
769,sandygast,769,,5,700,64,898,1,sandygast,7,,397,3,2,,4,140,70,0,15,0,2,0,769,55,55,80,70,45,15,0,0,1,0,0,0
770,palossand,770,,13,2500,168,899,1,palossand,7,769,397,3,2,,4,60,70,0,15,0,2,0,770,85,75,110,100,75,35,0,0,2,0,0,0
771,pyukumuku,771,,3,12,144,900,1,pyukumuku,7,,398,1,2,,4,60,70,0,15,0,3,0,771,55,60,130,30,130,5,0,0,0,0,2,0
772,type-null,772,,19,1205,107,901,1,type-null,7,,399,4,8,,-1,3,0,0,120,0,1,0,772,95,95,95,95,95,59,2,0,0,0,0,0
773,silvally,773,,23,1005,257,902,1,silvally,7,772,399,4,8,,-1,3,0,0,120,0,1,0,773,95,95,95,95,95,95,3,0,0,0,0,0
774,minior-red-meteor,774,,3,400,154,903,1,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,60,100,60,100,60,0,0,1,0,1,0
10130,minior-orange-meteor,774,,3,400,154,904,0,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,60,100,60,100,60,0,0,1,0,1,0
10131,minior-yellow-meteor,774,,3,400,154,905,0,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,60,100,60,100,60,0,0,1,0,1,0
10132,minior-green-meteor,774,,3,400,154,906,0,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,60,100,60,100,60,0,0,1,0,1,0
10133,minior-blue-meteor,774,,3,400,154,907,0,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,60,100,60,100,60,0,0,1,0,1,0
10134,minior-indigo-meteor,774,,3,400,154,908,0,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,60,100,60,100,60,0,0,1,0,1,0
10135,minior-violet-meteor,774,,3,400,154,909,0,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,60,100,60,100,60,0,0,1,0,1,0
10136,minior-red,774,,3,3,175,910,0,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,100,60,100,60,120,0,1,0,1,0,0
10137,minior-orange,774,,3,3,175,911,0,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,100,60,100,60,120,0,1,0,1,0,0
10138,minior-yellow,774,,3,3,175,912,0,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,100,60,100,60,120,0,1,0,1,0,0
10139,minior-green,774,,3,3,175,913,0,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,100,60,100,60,120,0,1,0,1,0,0
10140,minior-blue,774,,3,3,175,914,0,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,100,60,100,60,120,0,1,0,1,0,0
10141,minior-indigo,774,,3,3,175,915,0,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,100,60,100,60,120,0,1,0,1,0,0
10142,minior-violet,774,,3,3,175,916,0,minior,7,,400,3,1,,-1,30,70,0,25,0,4,0,774,60,100,60,100,60,120,0,1,0,1,0,0
775,komala,775,,4,199,168,917,1,komala,7,,401,2,12,,4,45,70,0,20,0,1,0,775,65,115,65,75,95,65,0,2,0,0,0,0
776,turtonator,776,,20,2120,170,918,1,turtonator,7,,402,8,6,,4,70,70,0,20,0,2,0,776,60,78,135,91,85,36,0,0,2,0,0,0
777,togedemaru,777,,3,33,152,919,1,togedemaru,7,,403,4,6,,4,180,70,0,10,0,2,0,777,65,98,63,40,73,96,0,2,0,0,0,0
10154,togedemaru-totem,777,,6,130,152,920,0,togedemaru,7,,403,4,6,,4,180,70,0,10,0,2,0,777,65,98,63,40,73,96,0,2,0,0,0,0
778,mimikyu-disguised,778,,2,7,167,921,1,mimikyu,7,,404,10,2,,4,45,70,0,20,0,2,0,778,55,90,80,50,105,96,0,0,0,0,2,0
10143,mimikyu-busted,778,,2,7,167,922,0,mimikyu,7,,404,10,2,,4,45,70,0,20,0,2,0,778,55,90,80,50,105,96,0,0,0,0,2,0
10144,mimikyu-totem-disguised,778,,4,28,167,923,0,mimikyu,7,,404,10,2,,4,45,70,0,20,0,2,0,778,55,90,80,50,105,96,0,0,0,0,2,0
10145,mimikyu-totem-busted,778,,4,28,167,924,0,mimikyu,7,,404,10,2,,4,45,70,0,20,0,2,0,778,55,90,80,50,105,96,0,0,0,0,2,0
779,bruxish,779,,9,190,166,925,1,bruxish,7,,405,6,3,,4,80,70,0,15,0,2,0,779,68,105,70,70,70,92,0,2,0,0,0,0
780,drampa,780,,30,1850,170,926,1,drampa,7,,406,9,2,,4,70,70,0,20,0,2,0,780,78,60,85,135,91,36,0,0,0,2,0,0
781,dhelmise,781,,39,2100,181,927,1,dhelmise,7,,407,5,5,,-1,25,70,0,25,0,2,0,781,70,131,100,86,90,40,0,2,0,0,0,0
782,jangmo-o,782,,6,297,60,928,1,jangmo-o,7,,408,4,8,,4,45,70,0,40,0,1,0,782,45,55,65,45,45,45,0,0,1,0,0,0
783,hakamo-o,783,,12,470,147,929,1,hakamo-o,7,782,408,4,6,,4,45,70,0,40,0,1,0,783,55,75,90,65,70,65,0,0,2,0,0,0
784,kommo-o,784,,16,782,270,930,1,kommo-o,7,783,408,4,6,,4,45,70,0,40,0,1,0,784,75,110,125,100,105,85,0,0,3,0,0,0
10146,kommo-o-totem,784,,24,2075,270,931,0,kommo-o,7,783,408,4,6,,4,45,70,0,40,0,1,0,784,75,110,125,100,105,85,0,0,3,0,0,0
785,tapu-koko,785,,18,205,257,932,1,tapu-koko,7,,409,10,4,,-1,3,70,0,15,0,1,0,785,70,115,85,95,75,130,0,0,0,0,0,3
786,tapu-lele,786,,12,186,257,933,1,tapu-lele,7,,410,6,4,,-1,3,70,0,15,0,1,0,786,70,85,75,130,115,95,0,0,0,3,0,0
787,tapu-bulu,787,,19,455,257,934,1,tapu-bulu,7,,411,8,4,,-1,3,70,0,15,0,1,0,787,70,130,115,85,95,75,0,3,0,0,0,0
788,tapu-fini,788,,13,212,257,935,1,tapu-fini,7,,412,7,4,,-1,3,70,0,15,0,1,0,788,70,75,115,95,130,85,0,0,0,0,3,0
789,cosmog,789,,2,1,40,936,1,cosmog,7,,413,2,1,,-1,45,0,0,120,0,1,0,789,43,29,31,29,31,37,1,0,0,0,0,0
790,cosmoem,790,,1,9999,140,937,1,cosmoem,7,789,413,2,1,,-1,45,0,0,120,0,1,0,790,43,29,131,29,131,37,0,0,1,0,1,0
791,solgaleo,791,,34,2300,306,938,1,solgaleo,7,790,413,9,8,,-1,45,0,0,120,0,1,0,791,137,137,107,113,89,97,0,3,0,0,0,0
792,lunala,792,,40,1200,306,939,1,lunala,7,790,413,7,9,,-1,45,0,0,120,0,1,0,792,137,113,89,137,107,97,0,0,0,3,0,0
793,nihilego,793,,12,555,257,940,1,nihilego,7,,414,9,10,,-1,45,0,0,120,0,1,0,793,109,53,47,127,131,103,0,0,0,0,3,0
794,buzzwole,794,,24,3336,257,941,1,buzzwole,7,,415,8,10,,-1,45,0,0,120,0,1,0,794,107,139,139,53,53,79,0,1,2,0,0,0
795,pheromosa,795,,18,250,257,942,1,pheromosa,7,,416,9,12,,-1,45,0,0,120,0,1,0,795,71,137,37,137,37,151,0,0,0,0,0,3
796,xurkitree,796,,38,1000,257,943,1,xurkitree,7,,417,1,6,,-1,45,0,0,120,0,1,0,796,83,89,71,173,71,83,0,0,0,3,0,0
797,celesteela,797,,92,9999,257,944,1,celesteela,7,,418,5,12,,-1,45,0,0,120,0,1,0,797,97,101,103,107,101,61,0,1,1,1,0,0
798,kartana,798,,3,1,257,945,1,kartana,7,,419,9,12,,-1,45,0,0,120,0,1,0,798,59,181,131,59,31,109,0,3,0,0,0,0
799,guzzlord,799,,55,8880,257,946,1,guzzlord,7,,420,1,6,,-1,45,0,0,120,0,1,0,799,223,101,53,97,53,43,3,0,0,0,0,0
800,necrozma,800,,24,2300,270,947,1,necrozma,7,,421,1,4,,-1,255,0,0,120,0,1,0,800,97,107,101,127,89,79,0,1,0,2,0,0
10155,necrozma-dusk,800,,38,4600,306,948,0,necrozma,7,,421,1,4,,-1,255,0,0,120,0,1,0,800,97,157,127,113,109,77,0,3,0,0,0,0
10156,necrozma-dawn,800,,42,3500,306,949,0,necrozma,7,,421,1,4,,-1,255,0,0,120,0,1,0,800,97,113,109,157,127,77,0,0,0,3,0,0
10157,necrozma-ultra,800,,75,2300,339,950,0,necrozma,7,,421,1,4,,-1,255,0,0,120,0,1,0,800,97,167,97,167,97,129,0,1,0,1,0,1
801,magearna,801,,10,805,270,951,1,magearna,7,,422,4,12,,-1,3,0,0,120,0,1,0,801,80,95,115,130,115,65,0,0,0,3,0,0
10147,magearna-original,801,,10,805,270,952,0,magearna,7,,422,4,12,,-1,3,0,0,120,0,1,0,801,80,95,115,130,115,65,0,0,0,3,0,0
802,marshadow,802,,7,222,270,953,1,marshadow,7,,423,4,12,,-1,3,0,0,120,0,1,0,802,90,125,80,90,90,125,0,2,0,0,0,1
803,poipole,803,,6,18,189,954,1,poipole,7,,424,7,6,,-1,45,0,0,120,0,1,0,803,67,73,67,73,67,73,0,0,0,0,0,1
804,naganadel,804,,36,1500,243,955,1,naganadel,7,803,424,7,9,,-1,45,0,0,120,0,1,0,804,73,73,73,127,73,121,0,0,0,3,0,0
805,stakataka,805,,55,8200,257,956,1,stakataka,7,,425,4,8,,-1,30,0,0,120,0,1,0,805,61,131,211,53,101,13,0,0,3,0,0,0
806,blacephalon,806,,18,130,257,957,1,blacephalon,7,,426,9,12,,-1,30,0,0,120,0,1,0,806,53,127,53,151,79,107,0,0,0,3,0,0
807,zeraora,807,,15,445,270,958,1,zeraora,7,,427,10,12,,-1,3,0,0,120,0,1,0,807,88,112,75,102,80,143,0,0,0,0,0,3
